Název;E-mail;Telefon;Kategorie
"U Hraběnky s.r.o.";tomas@hotel-uhrabenky.cz;"+420 567 578 551";Ubytovanie-Ceska-republika
"Lesovna, s.r.o.";hotel@hotel-svatytomas.cz;"+420 380 709 811 | +420 380 709 810";Ubytovanie-Ceska-republika
"Hotel VLTAVA s.r.o.";info@hotelvltava.cz;"+420 380 735 605 | +420 380 735 603";Ubytovanie-Ceska-republika
"BICZ Park Golf Hradec Králové a.s.";recepce@parkgolf.cz;"+420 723 848 039";Ubytovanie-Ceska-republika
"country hotels & restaurants, s.r.o.";hotel@medinek.cz;"+420 327 512 741";Ubytovanie-Ceska-republika
"KRAKONOŠ, spol. s r.o.";pivovar@pivovar-krakonos.cz;"+420 499 840 114 | +420 499 811 265";Ubytovanie-Ceska-republika
"Pyšík Zdeněk";vyhlidka@krumlov.cz;"+420 723 564 785";Ubytovanie-Ceska-republika
"Bohemia Grant s.r.o.";rezervace@senkpardubice.cz;"+420 466 303 313";Ubytovanie-Ceska-republika
"Café Havlíček s.r.o.";info@cafehavlicekpenzion.cz;"+420 723 561 530 | +420 608 646 245 | 06062491";Ubytovanie-Ceska-republika
"JB Food s.r.o.";info@penzionbarbora.cz;"+420 327 316 327 | +420 725 701 540 | 01667033";Ubytovanie-Ceska-republika
"Hofmanová Petra";info@vila-valtice.cz;"+420 774 042 281 | 02695391";Ubytovanie-Ceska-republika
"Neuman Antonín";antonin-neuman@seznam.cz;"+420 777 060 404";Ubytovanie-Ceska-republika
"Tlapa Václav";alfa@pensionalfa.cz;"+420 381 256 165";Ubytovanie-Ceska-republika
"Carnero Czech s.r.o.";info@uberanu.cz;"+420 776 776 424";Ubytovanie-Ceska-republika
"Švásta Ivan";ivan.svasta@email.cz;"+420 602 577 692";Ubytovanie-Ceska-republika
"Purová Helena";penzionfantazie@seznam.cz;"+420 731 108 563";Ubytovanie-Ceska-republika
"Centrum tradičních řemesel Královské Poříčí, o.p.s.";info.bernard@seznam.cz;"+420 737 136 766";Ubytovanie-Ceska-republika
"Farve CZ s.r.o.";info@ucernehocapa.cz;"+420 723 868 532 | +420 736 540 546 | +420 384 380 120 | 02401533";Ubytovanie-Ceska-republika
"FORESTERIA spol. s r.o.";info@mlynsedlec.cz;"+420 725 700 111";Ubytovanie-Ceska-republika
"PAF Ekosport, spol. s r.o.";penzion@ekosport.cz;"+420 388 431 295";Ubytovanie-Ceska-republika
"Vila Vilekula s.r.o.";info@vila-vilekula.cz;"+420 739 715 005 | 06002889";Ubytovanie-Ceska-republika
"Hotel Pila, s.r.o.";info@hotelpila.cz;"+420 775 336 392";Ubytovanie-Ceska-republika
"Lupík Oto";oto.lupik@seznam.cz;"+420 603 844 479";Ubytovanie-Ceska-republika
"Rumburak s.r.o.";rezervace106@email.cz;"+420 777 348 757";Ubytovanie-Ceska-republika
"J.A.M. SPORT, s.r.o.";penzion@myslivna-lednice.cz;"+420 519 340 220 | +420 604 564 111 | +420 519 340 212";Ubytovanie-Ceska-republika
"Vinařství U Kapličky s.r.o.";recepce@vinarstviukaplicky.cz;"+420 606 766 147";Ubytovanie-Ceska-republika
"LIVING 2005 s.r.o.";info@vcelarskydvur.cz;"+420 725 835 763";Ubytovanie-Ceska-republika
"U starých sádek s.r.o.";ustarychsadek@seznam.cz;"+420 702 163 823 | 04601114";Ubytovanie-Ceska-republika
"Hlinková Lenka, Ing.";penzion@farmahamr.cz;"+420 602 353 556";Ubytovanie-Ceska-republika
"Muráňová Ivana";muran3@gmail.com;"0903 033 614";Chaty-horske
"Králik Ivan, Ing.";info@chata-kralik.sk;"0911 149 345";Chaty-horske
"Chamula Martin, Ing.";hradockachata@gmail.com;"044 4394 0540911 099 105 | 044 4394 054";Chaty-horske
"Family chaty Korcháň, s. r. o.";info@chatakorchan.sk;"0908 276 956";Chaty-horske
"Chata na Skalke - Paed. Dr. Tibor Ferenčík";;"045 6742 030";Chaty-horske
"Chata - Trafo, s. r. o.";chata.trafo1@gmail.com;"0914 345 345";Chaty-horske
"Surovka Bohumil";sbohus@pobox.sk;"0905 421 316";Chaty-horske
"ADIVA, s. r. o.";ami.libic@szm.sk;"0948 523 4160905 435 021 | 0948 523 416";Chaty-horske
"Chata Pieniny, s.r.o.";info@chatapieniny.sk;"052 4397 5300905 963 316 | 052 4397 530";Chaty-horske
"Herud Ján";slanavoda@slanavoda.sk;"0903 942 994";Chaty-horske
"Lyžiarsky klub S.C. Nádej Turany";chata@chleb.sk;"0918 387 090";Chaty-horske
"Borončo Ondrej";havrania27@gmail.com;"0905 668 776";Chaty-horske
"Petrík Tomáš";tatry@chataprizelenomplese.sk;"0901 767 420";Chaty-horske
"HH Hire, s.r.o.";chatamagura@gmail.com;"0907 527 6180905 701 629 | 0907 527 618";Chaty-horske
"Aden - Ľubomír Franek";terchova@aden.sk;"0907 124 615";Chaty-horske
"Chata na slnečnom kopci - Dagmar Šmelková";chata@cestazmesta.sk;"0904 347 375";Chaty-horske
"Chata Rača, s. r. o.";chataraca@chataraca.sk;"041 4382 129";Chaty-horske
"Haladej Jozef";info@chataprimoste.eu;"0903 896 207";Chaty-horske
"Diamír, s.r.o.";chata.diamir@gmail.com;"0905 865 205 | 044 5514 274";Chaty-horske
"RELAX ČERTOV, s.r.o.";recepcia@ckrelaxcertov.sk;"0917 913 405";Hotely-horske
"GALILEO HOTEL s.r.o.";recepcia@galileohotel.sk;"0903 244 565";Hotely-horske
"Horský hotel Minciar s.r.o.";recepcia@minciar.com;"0911 590 740";Hotely-horske
"Hotel Sliezsky dom, a.s.";recepcia@sliezskydom.sk;"0911 882 879";Hotely-horske
"TatryPEM s. r. o.";recepcia@popradskepleso.sk;"0908 761 403";Hotely-horske
"Zálešáková Mária";hotelevamaria@gmail.com;"042 4352 161";Hotely-horske
"Relas-Lomy, s.r.o.";hotellomy@gmail.com;"046 5492 070";Hotely-horske
"ORAVA SKIPARK, a.s.";info@kubinska.sk;"0915 595 311";Hotely-horske
"DRUŽBA, s.r.o.";druzba@druzbahotel.sk;"044 5591 555";Hotely-horske
"Čemma, s.r.o.";hotel.liptov@gmail.com;"0948 037 976";Hotely-horske
"SOVELO s.r.o.";majitel@jankov-vrsok.sk;"0905 203 900";Hotely-horske
"A.V. Plus, s.r.o.";reservation@hotelborovica.sk;"052 7110 500 | +421 52 449 24 42";Hotely-horske
"Fran, s.r.o.";hotelfran@seznam.cz;"041 4364 151";Hotely-horske
"TATRAWEST s.r.o.";tatrawest@tatrawest.sk;"0911 300 495";Hotely-horske
"DATAHOUSE a. s.";recepcia@residencehotel.eu;"0917 432 511";Hotely-horske
"Ondrík, s.r.o.";oravahotel@oravahotel.sk;"043 5394 603";Hotely-horske
"PARTHENON, s. r. o.";info@hotelosobita.sk;"0948 933 533";Hotely-horske
"MGH s.r.o.";recepcia@hotelmartinskehole.sk;"0903 924 666";Hotely-horske
"Tatry mountain resorts, a.s.";hotelstmr@tmr.sk;"044 2901 358";Hotely-horske
"Veľká Havrania, s.r.o.";mail@hotelhavrania.sk;"043 5896 362";Hotely-horske
"BELIDEA SERVICES, s. r.o.";recepcia@hotelmnich.sk;"044 5596 6110903 596 611 | 044 5596 611";Hotely-horske
"OMNITRADE, a.s.";hotelboboty@vratna.sk;"041 5695 2280902 969 205 | 041 5695 228";Hotely-horske
"Hotel Zlatý orel Ostravice s.r.o.";hotel@zlatyorel.cz;"+420 736 500 090 | +420 558 436 904 | 05597951";Hotely-rekreacne
"So-lo, spol. s r.o.";info@mercihotel.sk;"0902 377 7650911 284 933 | 0902 377 765";Hotely-rekreacne
"Deštrukprojekt - Ing. Július Lapdavský";info@hotelhunter.sk;"0911 571 782";Hotely-rekreacne
"FBS, s.r.o.";info@strachanovka.sk;"044 5263 3330907 465 567 | 044 5263 333";Hotely-rekreacne
"Impozant, s.r.o.";info@impozant.sk;;Hotely-rekreacne
"Vinnay s.r.o.";recepcia@hotelvinnay.sk;"0948 245 809";Hotely-rekreacne
"Hotel Veverica, s. r. o.";info@hotelveverica.sk;"032 6420 881";Hotely-rekreacne
"Slovak Tourism, a.s.";info@thermalkesov.sk;"037 7787 144";Hotely-rekreacne
"HOTEL GLAMOUR s.r.o.";recepcia@hotelglamour.sk;"056 6880 5550908 975 269 | 056 6880 555";Hotely-rekreacne
"Turist hotel Drotár - Miroslav Medveď";hoteldrotar@gmail.com;"048 6179 103";Hotely-rekreacne
"OSŽ Slovakia, a.s.";recepcia@skalkahotel.sk;"041 5493 761";Hotely-rekreacne
"Frank Rastislav";spojar@spojar.sk;"044 5586 1370908 803 202 | 044 5586 137";Hotely-rekreacne
"DUDÍN s.r.o.";dudin@dudin.sk;"048 4115 497";Hotely-rekreacne
"Ostredok s. r. o.";recepcia@ostredok.sk;"044 5591 531";Hotely-rekreacne
"Hotel Panoráma Trenčianske Teplice s.r.o.";info@hoteltrenciansketeplice.sk;"0915 100 592";Hotely-rekreacne
"Divoká voda, s.r.o.";hotel@divokavoda.sk;"02 6285 0895";Hotely-rekreacne
"EUROCOM Investment, s.r.o.";info@besenova.com;"0917 998 844052 3700 201 | 0917 998 844";Hotely-rekreacne
"Warcun, a. s.";info@hotelamade.sk;"0918 620 4980918 620 493 | 0918 620 498";Hotely-rekreacne
"Kaffex, s.r.o.";kanc@tatry-toliar.sk;"052 4781 011";Hotely-rekreacne
"Syrmex International, spol. s r.o.";info@hotelsun.sk;"02 2020 10200905 787 0000917 787 000 | 02 2020 1020";Hotely-rekreacne
"Somora Milan";hotelstudnicka@hotelstudnicka.sk;"043 5522 111";Hotely-rekreacne
"Barančia, s.r.o.";fuggerov.dvor@gmail.com;"048 4181 399";Hotely-rekreacne
"3 art, s.r.o.";mlyncekova@proprieta.sk;"0948 018 811";Hotely-rekreacne
"Vienna DC, a.s.";info@vinoruban.sk;"0915 432 001";Hotely-rekreacne
"HOTELY Plus a.s.";travel@hotely-plus.sk;"02 4823 19200903 215 100 | 02 4823 1920 | 02 4329 3378 | 0903 215 100 | 0903 796 828";Ubytovne-hostely
"KVALSTAV, spol. s r.o.";kvalstav@gmail.com;"02 4592 5913";Ubytovne-hostely
"Slovenská technická univerzita v Bratislave, Študentský domov Mladá Garda";;"0918 664 020";Ubytovne-hostely
"Dipena - Ing. Jozef Prokopič";ubytovanie@dipena.sk;"051 7710 324 | 051 7718 462";Ubytovne-hostely
"Milvar, s.r.o.";milvar@atlas.sk;"048 4138 773048 4138 765 | 048 4138 773 | 048 4138 765";Ubytovne-hostely
"Rozvoj a spolupráca s. r. o.";info@rozvojaspolupraca.sk;"0911 661 894";Ubytovne-hostely
"Tréningové centrum Kompas";ubytovanie@tckompas.sk;"0911 723 453";Ubytovne-hostely
"Santé Holding, s.r.o.";ubytovnasante@ubytovnasante.sk;"0907 738 881";Ubytovne-hostely
"Železnice Slovenskej republiky, Bratislava";hovorca@zsr.sk;"02 2029 2000";Ubytovne-hostely
"M&A bros s.r.o.";robotnickaubytovna@gmail.com;"0905 618 244";Ubytovne-hostely
"MJM - Ján Pleva";info@pohodaubytovanie.sk;"0903 593 282";Ubytovne-hostely
"Briatková Mária";pbriatka@gmail.com;"0903 767 319033 55 430 22 | 0903 767 319";Ubytovne-hostely
"Wolf, s.r.o.";info@ubytovnabb.sk;"0905 334 176";Ubytovne-hostely
"Rejdovjan Jozef";nita@nita.sk;"0905 500 919";Ubytovne-hostely
"KOMPRESORY V.V. spol. s r.o.";vlcek56@gmail.com;"0905 430 907";Ubytovne-hostely
"Junes, s.r.o.";ubytovna@junes.sk;;Ubytovne-hostely
"CHORS like a hotel s.r.o.";reservations@cho.rs;"0910 127 878";Ubytovne-hostely
"Röder.CZ s.r.o.";pavelroder@seznam.cz;"0903 326 364 | +420 777 753 110";Ubytovne-hostely
"Possonium - Matej Sohár";info@possonium.sk;"02 2072 0007";Ubytovne-hostely
"Súkromná spojená škola SEZ Krompachy, Maurerova 55, Krompachy";ubytovnarelax@gmail.com;"0915 896 5770918 370 018 | 0915 896 577";Ubytovne-hostely
"Kasalová Beáta";rezervacie@ubytovna-nitra.sk;"0948 006 777";Ubytovne-hostely
"Izona, s.r.o.";izona@bb.telecom.sk;"047 4831 334";Ubytovne-hostely
"Adonai Slovakia s.r.o.";adonai@netmax.sk;"048 4164 9890948 642 4050905 642 4050905 433 383 | 048 4164 989";Ubytovne-hostely
"KRONEX s.r.o.";recepcia@hotelpodzamkom.sk;"0915 868 453";Hotely-mestske
"Litva Jozef, Ing.";info@bowgarden.sk;"035 7732 237";Hotely-mestske
"Hotel ARKADA, s.r.o.";hotelarkada@arkada.sk;"053 4512 255";Hotely-mestske
"MS systém, s.r.o.";recepcia@hotel-karpatia.sk;"057 7861 888";Hotely-mestske
"TEREZA, spol. s r.o.";hotel-tereza@hotel-tereza.sk;"02 4524 5460";Hotely-mestske
"Manojlovičová Anna Ing.";recepcia@hotelzemplin.sk;"056 6724 381";Hotely-mestske
"Devils, s.r.o.";recepcia@hotelpeklo.sk;"035 7740 620";Hotely-mestske
"MJK s.r.o.";hotel@hotelpavla.com;"033 7743 422";Hotely-mestske
"Z.E.N., s.r.o.";kancelaria@hotel-europa.sk;"052 7721 897";Hotely-mestske
"Hotel N°16, s.r.o.";hotelno16@hotelno16.com;"02 5441 1672";Hotely-mestske
"DITURIA, a.s.";info@dituria.sk;"036 6312 214";Hotely-mestske
"Hubert NZ, s.r.o.";hubert@hubertnz.sk;"0915 778 2380915 778 238 | 0915 778 238";Hotely-mestske
"HOTEL POD BRÁNOU, s.r.o.";recepcia@hotelpodbranou.com;"054 4722 348";Hotely-mestske
"Hotel Delfín, s.r.o.";info@hoteldelfin.sk;"02 2020 4040";Hotely-mestske
"SLOVAKIA REAL - IN, a.s.";recepcia@cityhotelpark.sk;"0918 913 012043 5811 111 | 0918 913 012";Hotely-mestske
"Lineas, s.r.o.";;"051 7723 325 | 051 7723 326";Hotely-mestske
"MAXIM 2001, s.r.o.";recepcia@hoteljanosik.sk;"0911 544 450044 5522 721 | 0911 544 450";Hotely-mestske
"West club, s.r.o.";hotel@hotel-west.sk;"02 5478 8693";Hotely-mestske
"MAGER - Jozef Valicek";info@mager.sk;"0905 173 439";Hotely-mestske
"Rokoko Holding s.r.o.";rokoko@rokoko.sk;"0907 675 722";Hotely-mestske
"Ocean Tour s.r.o.";info@hotelmousson.sk;"056 6419 800 | 056 641 98 99";Hotely-mestske
"ÁČKO a.s.";eshop@acko.sk;"044 4332 4850911 531 426 | 044 4332 485";Hotely-mestske
"MAJOR PALACE s. r. o.";recepcia@hotelkastiel.sk;"02 2090 9300";Kastiele-ubytovanie
"Kaštieľ Mojmírovce, s.r.o.";recepcia@vic.sk;"037 7798 201 | 037 7798 200";Kastiele-ubytovanie
"Intes Poprad, s.r.o.";recepcia@kastiellucivna.sk;"052 7884 311";Kastiele-ubytovanie
"PÉCHY CASTLE s.r.o.";info@pechycastle.com;;Kastiele-ubytovanie
"Hotel Château Belá, s.r.o.";reception@chateau-bela.com;"0905 502 345";Kastiele-ubytovanie
"AVANS s.r.o.";reservations@grandcastle.sk;"044 5207 711";Kastiele-ubytovanie
"BEREF, s.r.o.";info@kastielcicmany.sk;"0917 997 229";Kastiele-ubytovanie
"I&P Slovakia, a.s.";;"038 3238 111038 3238 402 | 038 3238 111";Kastiele-ubytovanie
"J a H s.r.o.";motelm@motelm.sk;"0948 226 959034 7724 385 | 0948 226 959";Motely
"Motel na vrchu - Daniela Hromníková";recepcia@motelnavrchu.sk;"0903 205 403033 6403 636 | 0903 205 403";Motely
"TIMAT - Tibor Ferenczi";moteltribec@gmail.com;"0917 713 0610905 400 551 | 0917 713 061";Motely
"Biker spol. s r.o.";info@moteljanicky.sk;"0903 700 1620905 555 500034 6590 084 | 0903 700 162";Motely
"RANČ, s.r.o.";recepcia@motelranc.sk;"044 4303 342 | 044 4303 341";Motely
"ROAD 66, s.r.o.";motelroute66lopej@gmail.com;"0904 288 2870945 453 421 | 0904 288 287";Motely
"ADLUB s.r.o.";info@orgovan.sk;"055 4604 357";Motely
"Nechajová Mária";info@motelgombas.sk;"044 4391 385";Motely
"Skalka SK, s.r.o.";info@motelskalka.sk;"041 4212 156";Motely
"Luteus, s.r.o.";motel.luteus@gmail.com;"0911 405 105";Motely
"AD - Realing, s.r.o.";;"042 4422 554";Motely
"Rímskokatolícka cirkev Biskupstvo Nitra";penzion.bystrik@gmail.com;"0903 483 4540903 234 114 | 0903 483 454";Penziony-rekreacne
"Uhliarik Peter";;"0908 029 684";Penziony-rekreacne
"Team, s.r.o.";info@penzioncachovo.sk;"0917 899 566";Penziony-rekreacne
"Zoričák Milan";ajazor@gmail.com;"0907 158 141";Penziony-rekreacne
"Šimonová Daniela";info@penzionsabina.sk;"0905 334 126";Penziony-rekreacne
"Penzion Frank s. r. o.";info@penzionfrank.sk;"044 5586 130";Penziony-rekreacne
"TATRASPORT ZAMPA, s.r.o.";tatrasport@spyder.sk;"0903 620 662";Penziony-rekreacne
"Creative Technology Studio s.r.o.";cucoriedka@cucoriedka.sk;"0948 227 773";Penziony-rekreacne
"VALIGA - JUDr. Vladimír Urblík";stredeuropy@skikrahule.sk;"045 6742 8460918 601 601 | 045 6742 846";Penziony-rekreacne
"Mihóková Rozália";fialovydom@fialovydom.sk;"0907 050 797";Penziony-rekreacne
"REŠTAURÁCIA POD HRADOM - Mária Donthová";mariadonthova@centrum.sk;"0911 897 0170915 449 231 | 0911 897 017";Penziony-rekreacne
"Penzión Šafrán - Mária Bekešová";penzionsafran@zdiar.sk;"0915 964 619";Penziony-rekreacne
"Nebeski s.r.o.";nebeski@nebeski.sk;"0903 228 013";Penziony-rekreacne
"Na Mlyne, s.r.o.";recepcia@namlyne.sk;"0905 822 2750918 907 418 | 0905 822 275";Penziony-rekreacne
"Jarabina, s.r.o.";jarabina671@gmail.com;"043 4297 153";Penziony-rekreacne
"Pavlík Martin";starafara@post.sk;;Penziony-rekreacne
"Lahová Lucia";penzionmineral@yahoo.com;"0949 404 511";Penziony-rekreacne
"Tömölová Zuzana";info@penzionskalnaruza.sk;"0905 718 046058 7921 458 | 0905 718 046";Penziony-rekreacne
"Penzión pri Trojičke, s. r. o.";info@penzionpritrojicke.sk;"041 4382 279";Penziony-rekreacne
"L C E s.r.o.";lce@post.sk;"056 6396 4130905 326 193 | 056 6396 413";Penziony-rekreacne
"GASTRIO, s. r. o.";penzionnapriehrade@gmail.com;"0910 578 800";Penziony-rekreacne
"Penzión 533 - Ing. Ján Šindléry";penzion@sindlery.sk;"0903 171 345 | 044 5590 346";Penziony-rekreacne
"Stiv Čertovica, s.r.o.";certovica@certovica.sk;"044 5291 4010908 551 479 | 044 5291 401 | 044 5291 400";Penziony-rekreacne
"Slebodová Iveta";penzionenrico@gmail.com;"0903 996 188";Penziony-rekreacne
"Lendel s.r.o.";energy1@energy-podhajska.sk;"035 6586 129035 6586 164 | 035 6586 129";Penziony-rekreacne
"Turčan Štefan";stefan.turcan@centrum.sk;"0905 968 1600905 484 180 | 0905 968 160";Privaty-ubytovanie-v-sukromi
"PRIVAT LUPTAK - Mgr. Peter Lupták";privat@skitravel.sk;"0905 253 356";Privaty-ubytovanie-v-sukromi
"Privat VYPka - Zdenka Vyparinová";privatvypka@vypovci.sk;"0905 747 377";Privaty-ubytovanie-v-sukromi
"ŠTART - RNDr. Jana Šmelíková";info@privatseverka.sk;"0915 963 213";Privaty-ubytovanie-v-sukromi
"Ubyekopro, s.r.o.";penzion.vyhne@gmail.com;"0915 604 882";Privaty-ubytovanie-v-sukromi
"Pariš René";rene.paris@pobox.sk;"0907 569 7390907 650 045 | 0907 569 739";Privaty-ubytovanie-v-sukromi
"Lacko Róbert";robertlackorl@gmail.com;"0903 942 626";Privaty-ubytovanie-v-sukromi
"Varhaňovská Katarína";;"0904 479 312";Privaty-ubytovanie-v-sukromi
"Kubicová Alojzia";info@penzionjavorinka.sk;"0908 916 200";Privaty-ubytovanie-v-sukromi
"Žigová Miroslava";penziondobraniva@penziondobraniva.sk;"0907 069 726";Privaty-ubytovanie-v-sukromi
"EU FOOD STORE s.r.o.";info@amfi.sk;"0918 979 4050918 979 151 | 0918 979 405";Privaty-ubytovanie-v-sukromi
"Vavrík Martin";;"0905 469 793";Privaty-ubytovanie-v-sukromi
"Pardek Marcel, Ing.";office@nasukromi.sk;"0905 888 112";Privaty-ubytovanie-v-sukromi
"PRIVÁT GADER - Doc. Ing. Oĺga Ľuptáková, CSc.";info@penziongader.sk;"0905 317 965043 4948 176 | 0905 317 965";Privaty-ubytovanie-v-sukromi
"Jonas Milan";privat@jonas.sk;"0908 990 959 | 052 7781 343";Privaty-ubytovanie-v-sukromi
"Perončík Martin, Ing.";katkaamartin@pobox.sk;"0903 261 849";Privaty-ubytovanie-v-sukromi
"TATRACAR - Lýdia Paulínyová";penzionlydia@gmail.com;"0949 325 314";Privaty-ubytovanie-v-sukromi
"Heuger Daniel";viladaniel@azet.sk;"0907 041 564";Privaty-ubytovanie-v-sukromi
"VILA LEXUS - Michal Varga";vilalexus@gmail.com;"0903 962 012";Privaty-ubytovanie-v-sukromi
"ŠURO - Juraj Benko";info@ubytovanieluckykupele.sk;"0948 595 133";Privaty-ubytovanie-v-sukromi
"Bajzíková Anna, Ing.";a.bajzikova@vsetko.sk;"052 7758 229";Privaty-ubytovanie-v-sukromi
"Roja SK, s.r.o.";velekovajanka90@mail.telekom.sk;"0949 337 514";Privaty-ubytovanie-v-sukromi
"Martincová Miroslava";rezervacie@email.cz;"035 6586 175";Privaty-ubytovanie-v-sukromi
"Trogar.sk s.r.o.";;"0901 755 766";Privaty-ubytovanie-v-sukromi
"Oboňová Viktória";info@ridepub.sk;;Privaty-ubytovanie-v-sukromi
"Bartišek Jaroslav";;"0905 897 266";Rekreacne-zariadenia
"Oštrom Tibor";ostrom@post.sk;"047 5696 2780905 874 243 | 047 5696 278";Rekreacne-zariadenia
"RZ Jedliny, s.r.o.";jedliny@jedliny.sk;"0905 934 947";Rekreacne-zariadenia
"Fabonums, spol. s r.o.";info@bonums.sk;"042 4624 063";Rekreacne-zariadenia
"Centrum účelových zariadení";signalpiestany@gmail.com;"033 7621 127";Rekreacne-zariadenia
"YVEX, s.r.o.";recepcia@gothal.sk;"0945 445 544";Rekreacne-zariadenia
"Súkromná škola v prírode";ilcikovalubomira@post.sk;"0911 180 150";Rekreacne-zariadenia
"Vinogold s.r.o.";julius@rsnet.sk;"0908 941 642 | 047 5696 168";Rekreacne-zariadenia
"BM ALTAN s.r.o.";bielik@altan-rajecketeplice.sk;"0905 786 711";Rekreacne-zariadenia
"Správa cestovného ruchu Senec s.r.o.";scr@slnecnejazera.eu;"02 4592 3324";Rekreacne-zariadenia
"FALKO DANOVA, s.r.o.";rsdanova@rsdanova.sk;"0902 919 707";Rekreacne-zariadenia
"SP Jelenec, s.r.o.";ubytovanie@jelenec.sk;"0944 591 880";Rekreacne-zariadenia
"Drevenice Zuberec s.r.o.";drevenicezuberec@drevenicezuberec.sk;"0908 445 747";Rekreacne-zariadenia
"Tatex, s.r.o.";tatex@orangemail.sk;"0905 881 594";Rekreacne-zariadenia
"MARINA LIPTOV, a. s.";rezervacie@marinaliptov.sk;"0902 605 6050901 708 957 | 0902 605 605";Rekreacne-zariadenia
"REKREAČNÉ STREDISKO BANÍK POD RADZIMOM - Vojtech Eltschläger";julius@julius.sk;"0903 324 947";Rekreacne-zariadenia
"Škola v prírode";skolavprirode.kysak@hotmail.com;"0905 521 273";Rekreacne-zariadenia
"Odborový zväz pracovníkov školstva a vedy na Slovensku";;"0918 901 762 | 00177920";Rekreacne-zariadenia
"Elfo Club, s.r.o.";info@elfoclub.sk;"0917 845 102";Rekreacne-zariadenia
"Chata Havranovo, spol. s r.o.";havranovo@post.sk;"0911 831 342";Rekreacne-zariadenia
"Chata AMOR, s. r. o.";info@chataamor.sk;"0907 495 767";Rekreacne-zariadenia
"EDEN, s.r.o.";ziar@chataziar.sk;"0903 310 387";Rekreacne-zariadenia
"Oravspol s.r.o.";oravspol.robert@gmail.com;"0904 931 923";Sprostredkovanie-ubytovania-agentury
"Starosta Pavel, Ing.";marea@marea.cz;"+420 774 512 619 | +420 313 120 237";Sprostredkovanie-ubytovania-agentury
"CK HB TOUR s.r.o.";info@hbtour.cz;"+420 605 364 237";Sprostredkovanie-ubytovania-agentury
"HolidayREAL, s.r.o.";kontakt@slovenskadovolenka.sk;"0915 054 518";Sprostredkovanie-ubytovania-agentury
"Šimek Jan";info@vikendovepobyty.eu;;Sprostredkovanie-ubytovania-agentury
"Hotels & SPA LTD., pobočka";info@penzion-hotel.cz;"+420 775 684 048 | 06137369";Sprostredkovanie-ubytovania-agentury
"Athos Travel, s.r.o.";info@a-hotel.com;"+420 778 885 504";Sprostredkovanie-ubytovania-agentury
"Somo, spol. s r.o.";ubytovanie@somo.sk;"0917 718 99102 6428 4982 | +420 775 183 555 | 0917 718 991";Sprostredkovanie-ubytovania-agentury
"Dědková Gabriela";badgastein@seznam.cz;"+420 777 212 720";Sprostredkovanie-ubytovania-agentury
"AGENTURA CHATA TOUR s.r.o.";info@chatatour.cz;"+420 385 510 191 | +420 603 769 067";Sprostredkovanie-ubytovania-agentury
"Michalak Marek";info@maledivy-levne.cz;"+420 732 723 279 | 02850788";Sprostredkovanie-ubytovania-agentury
"Bohemia One, s.r.o.";office@bohemia-euroservice.com;"+420 603 578 869";Sprostredkovanie-ubytovania-agentury
"holiday home international, s.r.o.";kontakt.cz@holiday-home.org;;Sprostredkovanie-ubytovania-agentury
